userID-businessID,prediction
U233101143-B474750209,4.573243
U525272245-B735744054,4.257854
U401403149-B316685019,3.550579
U139638460-B961230049,3.208919
U275181314-B922447875,3.226471
U377889730-B909239693,4.092235
U335546568-B050008296,4.523103
U443126482-B092950038,4.149541
U983131450-B737880246,3.731843
U329083463-B659857411,4.052653
U020022003-B313238452,4.762384
U331185330-B490736434,3.726003
U593561538-B422951530,3.676102
U128364012-B245979133,3.686873
U055907835-B420052076,4.707964
U264881391-B975891073,4.240887
U539240646-B918576632,3.908147
U236689372-B482047116,4.172007
U674664964-B673385896,4.520359
U842850834-B726820864,4.252284
U028514717-B184914543,4.212437
U930058183-B423621081,4.057587
U332700267-B233578912,3.587259
U232163397-B783767231,4.705310
U481946549-B229406150,4.042121
U727935134-B481516695,4.385157
U100386147-B150617260,3.990425
U098034037-B101426911,3.871692
U650445418-B810747896,3.885351
U141133167-B676744951,4.980631
U818008507-B408863978,3.737923
U867041462-B095227413,4.441634
U157308011-B861110613,3.372070
U676052732-B867248126,3.463797
U386734669-B577457507,3.700943
U659124797-B254955571,3.554370
U694516624-B548581955,4.171692
U159545320-B114180464,4.514566
U390997943-B669905683,4.593787
U970384629-B351671911,4.563245
U595395404-B900108787,4.669742
U721811988-B587310770,4.302764
U868037117-B314097954,4.645056
U402527841-B731946898,4.644693
U871703672-B548968603,4.516493
U434879152-B680602631,4.291958
U416856243-B612667157,4.568661
U225515848-B742686737,4.273822
U660318015-B974989127,4.550977
U817449107-B696212357,3.205549
U602521247-B596287810,4.302116
U243556405-B651090953,5.078645
U019684700-B824970864,4.353293
U215676060-B532832439,4.152882
U052375698-B006915157,4.190307
U331894339-B601217307,3.723138
U585943020-B299832346,4.511239
U187502994-B392843212,4.409301
U678083695-B651153338,4.455625
U403883446-B927280428,4.911091
U819354654-B885476769,3.487996
U508596397-B011330860,3.524819
U426354352-B995712674,3.741754
U976519551-B390656514,4.099044
U268534933-B269777858,3.995523
U683636263-B040824889,3.728446
U282902627-B161399538,4.160617
U543902912-B104492627,4.396982
U310971521-B311830540,3.928171
U510622748-B380393451,4.745648
U995473804-B275902741,3.574775
U244414967-B139187041,4.222393
U821126865-B315267657,4.387344
U845789428-B420188175,4.718720
U844792501-B702137732,4.445740
U647713568-B192672499,3.891278
U675374294-B972871707,4.205221
U490356968-B119038646,4.137440
U247708390-B308907529,3.818323
U153275062-B416451726,3.711267
U899397875-B416656164,3.625291
U807460473-B399760585,4.142744
U760570696-B500415558,3.727115
U184232288-B429336674,4.104209
U776643097-B526190436,4.675729
U994690296-B118466556,4.207502
U368588970-B302998378,3.590240
U992960199-B525001874,3.299035
U491222151-B003914205,3.565116
U015073265-B344036665,4.270282
U019648940-B680223507,5.029070
U258000259-B593167246,4.070229
U084031223-B717839360,4.691278
U636625006-B091581868,4.907163
U394380982-B147904218,3.858766
U490337590-B270882718,4.320685
U430337253-B635954616,3.879455
U414868336-B271417447,4.170772
U490356968-B879681182,4.314163
U603341767-B899453886,3.617975
U809891092-B918971053,4.253486
U539847086-B973279270,3.989146
U372951746-B496771702,3.582811
U847576072-B537688574,4.044527
U783418789-B579704751,4.701268
U887530363-B650463326,4.635365
U911804721-B426509957,4.787992
U459358026-B642954647,4.493216
U807304284-B529686262,4.533909
U981319217-B222673397,4.445016
U716791400-B992414041,3.627842
U849641727-B515952238,4.687942
U539847086-B381436901,4.180696
U593643124-B468436891,3.359806
U969095211-B326697702,4.249696
U557731989-B320778829,4.225522
U683547410-B089997103,4.256516
U230428112-B525604487,4.625051
U732604539-B779479468,3.560451
U651194157-B242524882,3.828156
U907029030-B244736277,4.718449
U048606684-B154879653,4.701825
U086530874-B758522132,3.949876
U106715310-B020296732,4.712043
U107313499-B833929704,3.805937
U394446621-B965224166,4.094529
U971112711-B019775421,4.265344
U231753683-B690471880,3.975844
U879844638-B257853596,4.190652
U219172945-B970004584,4.273757
U736675503-B351767854,4.813373
U341711967-B648171451,5.010116
U578198771-B422951530,4.081871
U454636067-B105412639,3.180126
U905254395-B440256198,4.453655
U679977072-B657129519,5.069962
U791453596-B411991634,4.792480
U656391261-B941315994,4.690832
U628357723-B974416155,4.658590
U608975794-B271078055,4.257250
U119703011-B037876077,4.343335
U086075007-B122313860,4.770032
U874532433-B101161978,3.787819
U026905749-B079441719,4.325748
U355648458-B285025772,4.799963
U807304284-B069219483,3.909972
U741828940-B397174881,4.498813
U924381182-B705160851,4.919503
U615273923-B136383748,4.292223
U880210818-B527136872,4.425117
U209884937-B608830236,4.855176
U138960842-B787222942,4.575224
U238369966-B627843916,3.653198
U211496768-B384731499,4.573476
U758259628-B272828062,4.105836
U774772926-B380310425,4.401808
U603102776-B435077703,4.812287
U727579248-B734984664,3.872519
U605766624-B772718452,4.793966
U249616278-B532514849,4.049127
U436194727-B527552090,4.490155
U852846184-B063864746,4.322710
U345637360-B345464509,3.906327
U866950001-B538933929,4.305565
U329585667-B807215940,3.898353
U015073265-B023111004,4.364786
U275181314-B497699110,3.403180
U671476884-B360013391,4.249679
U647255447-B618249994,3.542209
U999298531-B164495031,4.374146
U799422058-B937223531,4.149076
U595266907-B108342250,4.335866
U122544566-B575206187,4.775882
U502131116-B066548972,4.650149
U574182969-B548891760,4.302060
U951284249-B901688188,4.660313
U179052925-B442183475,4.749723
U938063259-B191968483,3.765525
U540849761-B218791723,4.409025
U331893094-B454636251,4.446717
U753766874-B862749545,4.125346
U220164499-B498992909,4.597094
U504123997-B529971947,4.820229
U938695606-B502374083,3.749118
U297028368-B710630154,4.192661
U953713597-B253754398,3.352261
U061819503-B297110813,3.918761
U390231833-B615020346,4.268049
U822069960-B324304642,5.076633
U650238320-B329277433,3.767591
U386496316-B527637744,3.650523
U767456921-B531239364,4.184486
U141558627-B295901495,4.568824
U167094065-B862329554,4.111299
U139216667-B479089438,4.416029
U219172945-B295726531,4.467081
U513327375-B856086873,4.173364
U836735148-B148089288,4.068812
U220262542-B512102798,4.042216
U390891207-B575965961,4.743799
U571348925-B921062061,4.289733
U116920390-B126854833,4.689561
U324337488-B688767136,4.537820
U909666066-B938493806,4.663827
U941578089-B406980708,4.605067
U227990961-B321940643,4.894286
U935388283-B895208694,4.178469
U829766379-B345157726,4.381758
U144609218-B434231500,4.014737
U318457046-B264430980,4.699301
U533068233-B890909543,3.724711
U298435622-B182589543,3.582594
U809438106-B883545995,4.081790
U420091443-B984525087,3.733533
U574182969-B404168221,4.425886
U840847924-B490736434,3.799614
U826115136-B879360570,4.480860
U447986389-B258028839,4.341270
U033021584-B627534768,4.489353
U647166812-B286087341,3.753443
U558854790-B855392206,4.259749
U443350701-B299436708,4.721514
U244184644-B337431043,4.716645
U518458250-B922964302,4.699708
U823528727-B825183533,3.648106
U423089459-B225641458,4.680831
U491222151-B719786999,3.779666
U282958318-B793545664,4.076355
U869946984-B930400811,4.130772
U389117129-B234327551,4.385894
U155010184-B338711243,4.319372
U286866946-B825183533,3.548321
U625393178-B425679423,4.893677
U593052003-B136152022,4.833442
U593107321-B366353342,4.696345
U832880035-B804851947,4.673470
U247719187-B074416067,3.970718
U777123751-B079828594,4.145959
U243403035-B275670333,4.001932
U238742533-B971968750,4.403030
U480278721-B489338527,4.107153
U836139773-B740826321,4.011903
U420764200-B859042218,4.582027
U902544165-B303495475,4.359034
U589200263-B643362006,4.478445
U407456592-B053698445,3.576600
U031079582-B531871723,3.676574
U021194981-B463157308,4.245937
U219172945-B095916885,4.444865
U402527841-B403254474,4.172498
U652588392-B209773198,4.022382
U838817138-B949148986,3.855841
U085033010-B113058961,3.715601
U419548350-B219740927,4.356902
U493478887-B654351483,4.766814
U523105181-B934301866,4.587890
U636179760-B011165144,4.138414
U491642160-B514446944,4.752123
U118026915-B910508301,4.455688
U573451027-B838884607,4.004006
U217870269-B850172292,4.819158
U097471281-B646370440,4.323359
U129639721-B060304780,3.664579
U564132911-B460565718,3.967774
U242545549-B853658462,4.349657
U996335830-B665391194,3.989102
U329176565-B875058932,4.822067
U591493662-B286400853,3.980234
U331185330-B907034417,4.157167
U965428683-B739504870,3.730830
U641999976-B575910322,4.061376
U700910509-B284372997,3.644627
U883012947-B526100450,4.113373
U658766626-B051464817,4.278778
U320171439-B188529839,4.508001
U063540624-B768112769,3.915040
U868769946-B096302539,3.823146
U036932632-B060135150,3.807024
U246504564-B452818764,4.401245
U650515187-B556011926,4.395481
U030875457-B562620809,3.735208
U501721246-B466247334,4.286186
U793628363-B578730730,3.844650
U681138891-B883202595,4.240508
U245555618-B986795490,4.128569
U070394556-B104492627,4.231276
U325213087-B765121141,5.225984
U307868324-B117407943,4.103088
U449000924-B744393517,4.358341
U765416919-B930152638,4.014894
U827816984-B968605147,4.781156
U459000680-B351008871,3.316472
U255831819-B405610323,4.146182
U871064758-B576930168,4.405109
U062681925-B319198746,4.142633
U208030670-B622845262,4.162960
U899832341-B646251076,4.354933
U453934206-B102769066,4.025081
U890926301-B910111581,3.965654
U343100269-B791939315,4.354271
U429579271-B634144393,4.210611
U233828197-B387010110,4.067048
U491234699-B693439177,4.662593
U495812323-B532925614,3.970766
U194657661-B637378971,4.879558
U881166923-B879244973,4.482103
U800340928-B318774206,4.420065
U650445418-B681999061,3.811227
U807304284-B569252517,3.612473
U335729279-B530701577,3.519123
U893463005-B814937418,3.598819
U886797882-B931131438,3.618948
U878334137-B308105905,3.598048
U946129525-B467756646,4.169742
U679111164-B147372298,4.931637
U687156199-B225640117,4.547264
U332827225-B342812643,4.778691
U124127757-B656711933,4.192619
U192727945-B572937787,4.195444
U530314357-B828730093,3.634834
U436998765-B143789970,4.172625
U809664751-B663449455,3.609160
U608975794-B239099542,2.807088
U026864147-B372196562,4.468854
U687744552-B584742972,4.187877
U169228844-B243810212,4.286951
U675395352-B019009245,4.570574
U358096656-B653553656,4.369366
U171777544-B891062779,3.913197
U011666025-B014207402,3.488457
U288153644-B971366378,4.983519
U484162397-B744812346,4.191346
U619119488-B516051087,3.546775
U761047826-B157149399,4.085499
U733730558-B707032845,4.771720
U642865341-B928318905,4.310816
U913758855-B117865397,4.210730
U411965197-B871170605,3.697016
U607444762-B546288844,4.802749
U589500032-B021266005,4.585428
U558858927-B719493251,4.667384
U977682705-B346242776,4.385958
U409320670-B552963761,4.557066
U827182046-B449051786,4.163278
U691848054-B495004680,3.834264
U102629463-B577022171,4.549428
U541318422-B531124803,4.184486
U862708804-B479319935,4.633274
U506743461-B394794430,4.286584
U752639438-B000359088,3.952030
U338511306-B873743766,3.631416
U699574062-B055655282,3.927465
U981916834-B888852855,3.953438
U593643124-B257386389,4.596439
U762949351-B899384857,3.759901
U951803799-B088854655,3.973590
U817344102-B913970162,4.459587
U740502237-B450509532,4.801649
U386889838-B256276720,3.782596
U835518478-B802677685,3.995551
U416615294-B497792378,3.944449
U617762370-B775100321,3.765708
U710786710-B992414041,3.852760
U478409148-B183692233,4.030629
U116011799-B806619105,3.992638
U915732461-B085668581,3.627688
U563117813-B548681461,4.436346
U504970706-B393041380,4.878471
U951095183-B846848844,4.573510
U378647843-B486993675,4.771743
U538347320-B206457563,2.915007
U693534399-B023691647,4.323719
U072437770-B873553644,4.216230
U336704415-B226918434,4.247372
U416754647-B230508601,4.532248
U444371799-B309018966,3.797182
U096906418-B281958073,4.220954
U326326405-B034929527,4.386777
U544115342-B710448167,4.318837
U383261204-B609723830,2.911990
U223652431-B677235939,3.755645
U726020211-B733066623,4.491279
U602521247-B008655558,4.108437
U844929683-B778455170,4.316598
U170912112-B551872752,4.244795
U128866063-B896223647,3.912568
U303648633-B209480651,5.000584
U764542970-B821960565,4.125302
U154837451-B642444409,4.888799
U111477207-B645810950,4.214273
U342162014-B240246811,4.095662
U201656324-B486244533,4.468772
U409579665-B681543555,3.908084
U847599752-B786304964,3.960804
U255639489-B897691392,3.433461
U030843298-B308410287,4.356623
U074286691-B589289765,4.676629
U564092509-B614211821,4.704182
U555605446-B828142085,4.568709
U880837949-B931234553,3.466132
U419082803-B032908387,4.469530
U983542169-B690263576,4.770174
U710200854-B124156371,4.308050
U264850971-B813388659,3.696720
U557167152-B212557734,4.569326
U394090761-B692850909,4.759097
U541387938-B760508565,4.649070
U429255981-B392260660,4.201875
U877175612-B331354657,3.618938
U840405035-B267006090,4.445685
U609091072-B674025482,4.111600
U639463505-B030864594,3.755237
U208894653-B275723867,4.771479
U662606825-B906117234,4.250817
U363139239-B247447009,4.412003
U390804654-B701535636,4.457573
U994742239-B575771979,4.384650
U780238719-B876327547,4.181858
U892573927-B331908082,4.014684
U905094882-B628104945,3.825239
U140160615-B107662732,4.943760
U002906601-B836614550,3.808360
U821126865-B400046507,4.623676
U608975794-B323551956,4.124788
U875144906-B031254033,4.463499
U113266404-B980975580,4.126343
U273168865-B691757817,4.362150
U411806909-B157594894,4.012562
U180692975-B696517067,4.533261
U047518121-B362531655,4.342587
U663307861-B752063969,3.873951
U699913592-B305169289,4.671813
U404985400-B486906360,4.763170
U339257817-B909847997,4.067904
U269232869-B101161978,3.954765
U270741300-B618672115,4.763755
U128145093-B424294451,4.609529
U837538325-B880009498,4.444606
U422886678-B994099212,4.045432
U636030422-B525623747,4.253038
U291842416-B675870860,4.199430
U029003511-B489608929,3.657352
U112633722-B263132772,4.744909
U162783752-B505944674,4.098663
U664272893-B208914182,4.438052
U243403035-B196956406,4.153245
U989251398-B106600232,4.583657
U823848794-B190610908,4.023216
U209926653-B117118761,4.017500
U752968892-B689534765,4.313359
U124776489-B427924179,4.192788
U984667461-B292281179,4.632382
U342162014-B107965711,4.281787
U234379243-B999212275,4.479779
U166920930-B944971019,3.536296
U995473804-B243033648,4.086449
U324194394-B035383646,3.718735
U473152282-B261027070,4.058898
U191104984-B452561605,4.097094
U017887450-B459707629,3.899853
U170808641-B693147804,4.536423
U954425159-B454850542,3.956813
U462481746-B069466358,4.544020
U982320461-B761089607,3.916267
U438857526-B954341992,4.355028
U597200710-B406041538,4.185909
U191782400-B345748604,3.728471
U345719838-B979462175,3.367260
U567493882-B345534666,4.806586
U877001820-B976304659,4.344979
U218022959-B846996635,3.409986
U298435622-B139097193,3.650806
U312954634-B414575869,3.626203
U356092087-B145437269,4.166268
U987309516-B344716486,4.145582
U629768248-B705438802,4.150724
U130671341-B816989925,4.707104
U990291567-B479416258,4.578723
U883080476-B169648430,3.654087
U238369966-B936097499,4.290130
U561258692-B211539333,3.903451
U994790843-B618472989,3.482254
U386684040-B152426414,4.796694
U864674426-B965741262,3.578190
U267979291-B339577393,3.812883
U924589624-B041500366,4.304581
U117215959-B055994292,4.155594
U680659205-B321591714,4.656452
U835518478-B603199711,3.356285
U987641041-B978003331,4.646017
U609092481-B704302459,4.108557
U942914074-B978517739,3.845891
U769971929-B645632790,4.204145
U112012489-B637315266,3.985819
U526858861-B565106812,4.350888
U686318337-B575771979,4.112596
U692711843-B264776744,4.477494
U835880748-B489202805,4.598350
U782816609-B139056484,4.953420
U285931741-B503363396,3.932672
U716603302-B821940002,4.595959
U380368256-B693147804,4.784583
U436104584-B209975328,4.193401
U774059467-B114574752,3.885737
U877534686-B888506122,4.218991
U951784163-B898827025,3.702913
U293926088-B858766128,4.531378
U098874590-B281770480,4.609669
U746124032-B394335535,4.029289
U500039776-B725546665,4.781785
U032140405-B760730028,3.991621
U292858177-B272093594,4.123467
U306930043-B985682740,4.397415
U284098245-B886360527,4.171422
U447528104-B921113065,4.415715
U563709211-B728036571,4.330911
U549524016-B475142603,3.932275
U936395591-B389192359,4.211990
U690173756-B414761710,3.890346
U526986864-B890611820,4.290787
U204937880-B597796827,4.755209
U026060834-B889843164,3.995512
U498761972-B105867320,3.820189
U624230075-B021132698,4.174908
U763529032-B554188238,4.450426
U723783193-B635830268,4.749189
U272103691-B488110070,3.889768
U379148836-B456880723,4.647726
U555921842-B747452931,4.113003
U874711717-B457716746,4.681171
U391008034-B678082268,4.877754
U593643124-B924967159,4.162782
U342162014-B574596612,3.448195
U481196741-B114859776,4.488536
U809537551-B173219127,3.828548
U698563643-B233917958,4.141441
U591933317-B263279687,3.902547
U108422093-B688749570,4.180556
U642865341-B700295202,3.904762
U996439458-B390705236,4.347440
U948324844-B894407581,4.459684
U874911492-B830606124,4.254907
U564053096-B133491907,3.857694
U104755706-B508789370,4.451788
U810260226-B030763514,3.616234
U115077079-B576049430,4.020622
U425111734-B565106812,4.587921
U344792114-B244771595,4.656229
U494868143-B925980490,4.349083
U734712280-B409674397,4.105754
U733523732-B523763764,4.730375
U228846037-B394807063,3.869540
U105997556-B879963538,4.077374
U686540719-B823942476,4.327351
U092023222-B781769849,4.459704
U865862834-B100297490,3.783424
U879080798-B577106826,4.925091
U877001820-B307373955,4.017209
U907164800-B224212906,4.508548
U933380254-B226464993,4.466904
U766929921-B814729303,4.173725
U556606736-B125639409,3.627225
U796785643-B233874116,4.874404
U260226841-B188047282,3.964442
U809537551-B792137933,4.039902
U822069960-B581804709,4.832072
U485356021-B973691866,3.509281
U817449107-B121862297,3.929720
U372551523-B344927388,3.800075
U105883405-B944154210,4.188550
U154950591-B407321385,4.152477
U073705384-B312855165,4.542043
U461116953-B862046214,4.668342
U927614777-B521123638,4.136764
U046896393-B765859072,4.420359
U774059467-B037876077,4.253016
U798478478-B833287257,4.248618
U439579749-B519032348,4.458074
U662778622-B955493964,4.045475
U598706441-B226464993,4.097609
U687359373-B968545038,4.110993
U196547968-B944911413,4.500630
U983131450-B848957103,4.248386
U561014617-B015415956,4.574102
U177231128-B617773088,4.540263
U261602330-B296676822,4.856796
U033124587-B257010622,3.664702
U488978799-B614067944,4.241248
U242778594-B377596504,4.549535
U389117129-B896937435,3.842111
U094569474-B801920707,4.840439
U162126377-B330591989,3.852106
U167094065-B475469438,4.292036
U088621685-B256076241,3.504021
U288153644-B672320439,4.757649
U442535976-B014949213,3.829440
U855156532-B352779790,4.170687
U097195012-B804113532,4.310741
U058423134-B799169599,3.775859
U503982932-B948896884,4.514761
U410001390-B074857090,4.672176
U579824947-B349837643,4.406098
U593643124-B245792310,4.125692
U746883793-B658910778,3.912898
U282902627-B560478243,4.577790
U642850396-B547041015,3.813232
U367955731-B992522103,4.821476
U945783379-B677594806,4.255898
U210339854-B586269523,4.749983
U283146653-B457197535,3.811008
U834029704-B879074751,3.780288
U333323641-B568015838,3.975606
U204491320-B060213264,4.656141
U271454859-B652388772,4.307044
U216305745-B286698664,4.790214
U097471281-B530980510,4.447711
U806817139-B457960969,4.433430
U570678185-B479046229,3.606399
U555921842-B998065839,4.409378
U715587780-B514530533,4.295677
U363233304-B849504864,4.232750
U570313691-B960084431,4.829183
U789983169-B383731686,3.621139
U391500120-B466875871,4.430768
U142474047-B108068912,3.917065
U128808523-B542857526,3.702261
U553821878-B282878477,4.200777
U220844321-B013156709,4.388969
U446574973-B308736877,4.597260
U077495061-B666974081,3.930339
U548037297-B736259988,4.654230
U414166385-B931578560,4.542412
U873151349-B273369190,4.005257
U153275062-B284649713,3.553091
U694261398-B394436408,4.984932
U244184644-B250160886,4.622175
U620686478-B078145545,4.309915
U161491771-B079262214,3.436301
U247371211-B037823289,4.960660
U118860329-B341564516,4.869392
U330044818-B956446156,4.207894
U708176326-B136538008,4.318073
U366129820-B143640117,4.790494
U253621927-B835719174,4.138250
U389822505-B349710419,4.598474
U871064758-B617240243,4.445352
U758612253-B954448821,4.859064
U201358768-B139012545,3.876484
U449465101-B189909443,3.668928
U142879492-B462256717,3.479613
U266409123-B944996182,3.276326
U484361154-B705011171,4.076911
U672235826-B911566411,3.672182
U407101313-B959481218,3.646563
U122644679-B935574923,4.182153
U347382683-B848957103,5.299484
U643674946-B089531258,4.638434
U639463505-B283002741,4.501320
U881360212-B964496689,4.374462
U087151237-B392445659,4.084207
U129639721-B308596945,3.651932
U242137941-B379800254,3.788300
U607315173-B223524968,4.265681
U226254307-B010854066,3.162531
U561598912-B737298941,4.116490
U524028569-B340042610,3.620137
U791366449-B159086187,4.283644
U445845045-B352573298,4.207716
U859975839-B664619353,3.553951
U612374918-B899064939,3.530744
U607269086-B614548223,4.716055
U569384001-B344361560,4.610120
U448608827-B251727598,4.143328
U895544941-B708040172,3.644181
U735951857-B040076935,3.667890
U956810570-B033512283,3.972468
U696889380-B412910194,4.562956
U539847086-B959825984,4.071428
U115960301-B814632048,3.896479
U954366974-B843967677,4.646862
U786363134-B147372298,4.699091
U291842416-B710390560,4.057512
U381217898-B852342974,3.792891
U702813245-B748776990,3.746667
U255583237-B713254603,4.404728
U017140276-B295050145,4.767077
U263830456-B468308329,4.296072
U346855231-B027518368,4.215850
U112239712-B842020673,4.154899
U840847924-B768478225,3.893345
U609092481-B777996259,4.117619
U778351374-B206919465,3.218352
U009905422-B587196801,4.015635
U652616867-B519833177,3.842680
U851300952-B293525257,3.912772
U217400181-B527546369,4.518046
U649302662-B029199055,4.121516
U181018912-B432855438,3.858479
U769781637-B729122465,3.632604
U318843301-B268293677,4.848737
U722522478-B787822238,4.538972
U469897047-B124376694,4.099869
U777830856-B236474849,4.433144
U213992240-B929549999,4.821257
U447059991-B910714349,4.276923
U914597986-B098413234,3.861679
U196896253-B360013391,4.063245
U219172945-B244993509,3.713093
U498761972-B490141489,4.098191
U383753573-B000797277,3.774443
U593643124-B734556097,3.917204
U878334137-B329162461,3.268171
U093751972-B033512283,4.308523
U171993045-B319613681,4.135174
U905943800-B723014028,4.010652
U034307759-B142222863,4.728773
U007462458-B276480478,4.440603
U985014770-B646592374,4.017891
U957966481-B108295658,3.856931
U687156199-B810084619,4.970153
U214767977-B924281743,4.249725
U922199793-B339232466,4.559714
U293647668-B736311343,4.382744
U539847086-B616524531,3.816958
U350770245-B769229103,3.952947
U605109735-B357289814,4.368351
U649872840-B932055403,3.860573
U076897183-B770895566,3.899800
U411420781-B401863990,4.551905
U824938730-B516991390,4.357821
U310696916-B433528998,4.515444
U286173123-B350477479,4.320816
U034230077-B801043737,4.557812
U815817763-B743485243,3.886809
U919461123-B924737769,4.259734
U471480275-B017820960,4.042140
U287594815-B500415558,3.566657
U091407522-B598208366,4.435133
U092416784-B393625549,4.761717
U315408734-B813225482,3.860343
U991389400-B365794087,3.975525
U651113623-B884858903,4.021553
U695264649-B069517575,4.777311
U367855238-B155091697,3.852399
U603507412-B289003076,4.014834
U988673841-B510504824,4.342065
U024935456-B528420048,4.509804
U363346779-B570086985,4.330101
U837256778-B130374603,4.458156
U397797910-B725645707,4.429076
U599340337-B852553931,4.764342
U109442823-B425351420,4.265247
U112880221-B885623912,4.128500
U742188672-B286848961,3.794286
U593643124-B833427463,3.796302
U515565140-B338601228,4.369735
U107313499-B779612109,3.963848
U124166644-B891165989,3.993035
U923794458-B672320439,4.037429
U274772999-B950891683,3.001748
U096066454-B681999061,3.523070
U346784215-B062283291,3.594761
U259275309-B434953210,4.293309
U049534903-B949749862,4.033244
U262867280-B446281373,4.756549
U682199315-B338570898,4.894692
U663798958-B614557559,4.404492
U030640422-B579906933,4.398963
U653151484-B763170458,4.592923
U009414291-B457406770,3.982362
U195366428-B697245045,4.165732
U758737183-B326204837,4.165541
U042918183-B292520232,4.051510
U967423985-B052145586,4.128810
U854436823-B148788633,4.049206
U816376751-B964496689,3.768448
U249951753-B576677318,3.617238
U150603710-B573330820,4.581652
U465861584-B036768175,4.187670
U793324755-B718836591,3.881017
U581347511-B500186187,4.261105
U079914805-B593167246,4.578794
U727791177-B930400811,4.534145
U656841133-B265613795,4.161596
U647052855-B378775661,4.084698
U057244204-B690513401,4.194630
U268807456-B213724914,4.096721
U232338387-B562687233,4.454460
U365392369-B439612446,4.178305
U463533018-B939008568,4.708601
U839123057-B770849163,3.782911
U125205637-B289823971,3.997301
U702910341-B136123608,5.094498
U993095566-B369381265,4.402120
U255831819-B884205511,3.608850
U608975794-B044431903,3.559707
U042908142-B495402804,4.383749
U663798958-B779520779,4.619392
U027872754-B315518157,3.496862
U850339411-B980284343,3.620663
U688478829-B690401738,4.097343
U746559932-B432855438,3.945641
U272103691-B738387706,4.208144
U526796390-B808762314,3.167227
U490443562-B551104191,4.383836
U262025888-B890611820,3.885933
U593643124-B273369190,4.131320
U495812323-B828088147,4.310713
U150322012-B992416409,3.850446
U105995490-B011543991,2.949071
U639086202-B506645902,3.818910
U479066975-B549354923,4.213837
U002906601-B299260101,3.670834
U748824183-B961958720,4.749979
U951803799-B971926193,4.175660
U308985296-B437878450,4.680341
U164373626-B569479397,4.450192
U293388672-B806210916,4.016556
U832820570-B840272218,4.439673
U238803862-B506037261,4.194829
U195871036-B413142080,4.417944
U392882156-B235177997,4.056037
U533514814-B120470472,4.313890
U331921836-B197227925,4.153367
U681832992-B325439874,4.198290
U808722846-B582413631,4.760042
U980001200-B967571424,4.724083
U372887444-B831821450,4.043988
U473575635-B953844406,4.575417
U682940431-B573184414,3.473869
U512289101-B298228042,4.255708
U864939267-B810084619,4.706541
U637588426-B050833700,3.502740
U373099292-B019229098,3.997501
U273168865-B784135299,3.694029
U753766874-B714582186,3.223916
U865079707-B273374644,3.454089
U860615183-B812879093,4.833168
U726104467-B362857068,4.731308
U057480045-B113193011,4.737900
U166250980-B006959744,4.516267
U190893848-B085017889,4.369566
U061113800-B061506534,4.009683
U198038780-B361983226,4.404157
U509981722-B914849143,4.774190
U812326978-B271417447,4.370021
U096066454-B880239182,3.945290
U221285505-B976191265,4.169371
U298650587-B199915425,4.535900
U822630508-B923752528,4.545327
U947914809-B811509335,4.596129
U212735660-B464276328,3.396922
U870125786-B245979133,3.812957
U107313499-B084989119,4.213445
U180765751-B638227375,4.653399
U620446338-B742531966,4.510704
U505189430-B618893836,4.190034
U850339411-B519814941,3.544010
U767304052-B506037261,4.169519
U807460473-B418426511,3.356547
U866623440-B142776117,3.813354
U830771650-B760777253,4.528003
U474463133-B310518291,3.546742
U165306053-B302998378,3.735072
U329083463-B479665657,3.551328
U567759307-B649852688,4.096320
U661990391-B083115301,4.564399
U211562686-B163418127,4.695869
U882721452-B143640117,4.753273
U348329096-B023919358,3.763435
U364325486-B871629505,3.977641
U382278907-B756790454,4.182601
U973877497-B750309543,3.724394
U292519680-B924737769,4.238953
U424653130-B893043341,3.791565
U578437619-B622962209,4.719168
U975713233-B519701966,3.710843
U901530654-B445047232,3.963154
U643884919-B612122219,3.867386
U694516624-B145089879,3.884698
U949193641-B879360570,4.237644
U593643124-B747382942,4.012305
U422886678-B745961598,4.420334
U428777866-B664535462,4.262058
U002708401-B825183533,3.799820
U386473943-B895484617,3.537642
U647184584-B969833681,4.554176
U365111871-B045195265,4.671704
U497255772-B188841171,4.548035
U663307861-B920543443,4.099077
U919822874-B538203805,4.587238
U113763675-B918674273,4.232079
U939448068-B966439544,4.316286
U122999552-B257386389,3.729963
U641141598-B967765826,4.377924
U146857121-B574419909,3.742465
U379056069-B388099634,4.491136
U177575868-B621340532,4.496533
U416110073-B771196965,3.933179
U680674395-B992817894,3.581456
U273168865-B168710817,3.851724
U741470905-B935821383,3.390686
U097471281-B772181601,4.306565
U543029357-B172070704,4.303513
U656586246-B272127788,4.352778
U259275309-B792636439,4.245572
U247719187-B056473228,3.851812
U809073955-B329575968,4.503294
U802893383-B175177780,3.312258
U450686680-B734591866,3.765323
U628853055-B275974057,4.765332
U470324951-B866666092,3.955439
U424174173-B026594684,3.798540
U932819471-B627301002,3.846921
U375850426-B946240529,4.364971
U106924299-B974288857,4.148028
U910990822-B229226545,4.073388
U691730229-B804746836,4.236988
U140218193-B270277878,4.258353
U966841811-B584716205,4.209872
U320995180-B102937039,4.562473
U893977102-B145300434,3.529363
U173059270-B214453822,4.552675
U610843123-B383554379,4.054074
U780855478-B749837419,4.708737
U898309553-B548586930,4.410737
U366075129-B743154802,4.689770
U569697201-B618791671,4.153289
U097442491-B335656191,4.640644
U800211303-B589602185,4.227573
U732303570-B459909348,4.549032
U028160474-B335137935,4.257498
